Tilda UID,Brand,SKU,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Url
259379462332,,,,Перестежки///Татар///Хиты,Перестежка Эчпочмак,"Тот самый, с горящим щаем","ВОЛК - бренд из Казани, а что является одним из символом татарской культуры и особенно кулинарии? Встречайте: эчпочмак.<br /><br />Стандартный цвет под принтом: светло-бордовый<br />Стандартный цвет основной длины - бордовый<br /><br />Если Вы хотите изменить цвет под принтом или основный длины, напишите в комментарии к заказу свои пожелания.<br /><br />Перестежки имеют два карабина на концах и несколько полуколец по всей длине поводка. Один карабин крепится к шлейке/ошейнику, второй, в зависимости от выбора полукольца, делает из перестежки:<br /><ul><li data-list=""bullet"">поводок с ручкой</li><li data-list=""bullet"">длинную перестежку hands-free через плечо</li><li data-list=""bullet"">укороченную перестежку hands-free через плечо в два оборота</li></ul>",https://static.tildacdn.com/stor3135-3662-4734-b036-653665313363/45275261.jpg https://static.tildacdn.com/stor3438-6261-4565-b761-323439303663/50152871.jpg,,,,,Карабины:Стандартные///Алюминиевые на защелке (+800р)=+800///Алюминиевые с автофиксатором (+1000)=+1000|Длина:4 метра///5 метров=+300///6 метров=+600|Вес вашей собаки:Средних пород до 15 кг///Средних пород 15-25 кг///Крупных пород 25-55 кг,vC1g05B82VEur8mvJ4xK,,https://volkamu.com/catalog/tproduct/585376851-259379462332-perestezhka-echpochmak
232045323542,,,,,Перестежка Эчпочмак - Liquid,,,https://static.tildacdn.com/stor3438-6261-4565-b761-323439303663/50152871.jpg,3490,,,Принт:Liquid,,HxrUG1xPRhi63asudAy6,259379462332,https://volkamu.com/catalog/tproduct/585376851-259379462332-perestezhka-echpochmak?editionuid=232045323542
680284910542,,,,Шлейки///Бланк///Оттенки тёмного,Черный Бланк,,"Однотонная шлейка выполнена из надежной стропы с покрытием из плотного, износостойкого оксфорда, ткань выдерживает загрязнения при любой погоде.<br />При изготовлении используются только надежные компоненты, которые не подведут. <br /><br />Если хотите изменить цвет#nbsp; или создать свой дизайн амуниции, переходите <a href=""/constructor"">в#nbsp;наш конструктор#nbsp;→</a><br /><br />При индивидуальном заказе нам необходимо будет получить замеры: обхват шеи и живота, длины спинки и грудины.#nbsp;Как правильно снять мерки мы показали <a href=""#size"">на картинке тут.</a>",https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg https://static.tildacdn.com/stor6630-6166-4234-a261-386366336633/61572870.png https://static.tildacdn.com/stor6334-3832-4232-b561-323632663533/40030352.png https://static.tildacdn.com/stor6532-3263-4238-b039-353665646637/38485655.png,,,,,Добавить поводок с прорезиненной стропой:-- Без поводка --///2 метра (2100руб.)=+2100///3 метра (2400руб.)=+2400///4 метра (2700руб.)=+2700///5 метров (3000руб.)=+3000|Фастекс:-- Не выбрано --///На шее (+500руб.)=+500|Кольцо:-- Не выбрано --///На груди (+500руб.)=+500|Ручка между фастексами:-- Не выбрано --///Добавить (+500руб.)=+500|Пошив по индивидуальным меркам:-- Стандартный размер --///Индивидуальный пошив (500руб.)=+500,ceN91mckzPba8YhrNAep,,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank
142716147512,,,,,Черный Бланк - 2XS - 15 - Черный бланк,,,https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg,2490,,,Размер:2XS///Ширина(мм):15///Принт:Черный бланк,,cdtP4D2nxO2i3FIm3zjd,680284910542,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank?editionuid=142716147512
262652640632,,,,,Черный Бланк - XS - 15 - Черный бланк,,,https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg,2590,,,Размер:XS///Ширина(мм):15///Принт:Черный бланк,,aNFcnIfkoPmGv3sOue9J,680284910542,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank?editionuid=262652640632
946842726552,,,,,Черный Бланк - XS - 20 - Черный бланк,,,https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg,2690,,,Размер:XS///Ширина(мм):20///Принт:Черный бланк,,dh29dZA0hucZGuAYDygY,680284910542,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank?editionuid=946842726552
881163932172,,,,,Черный Бланк - S - 20 - Черный бланк,,,https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg,2790,,,Размер:S///Ширина(мм):20///Принт:Черный бланк,,ca4car7e15kxvBOxXcBi,680284910542,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank?editionuid=881163932172
550836395582,,,,,Черный Бланк - S - 25 - Черный бланк,,,https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg,3390,,,Размер:S///Ширина(мм):25///Принт:Черный бланк,,0nkunbnTiSVuA3sy6T6z,680284910542,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank?editionuid=550836395582
202168524182,,,,,Черный Бланк - SM - 25 - Черный бланк,,,https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg,3390,,,Размер:SM///Ширина(мм):25///Принт:Черный бланк,,lPAOsXhr2RY9bCzIZ7Ji,680284910542,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank?editionuid=202168524182
801552713792,,,,,Черный Бланк - M - 25 - Черный бланк,,,https://static.tildacdn.com/stor6662-3930-4165-a430-333036333461/87037181.jpg,3490,,,Размер:M///Ширина(мм):25///Принт:Черный бланк,,566airZ25AOULgpyrRTU,680284910542,https://volkamu.com/catalog/tproduct/585376851-680284910542-chernii-blank?editionuid=801552713792
